"cleaned_comment"
"woo ha uh ayy turn bally ha ha yeah chyeah yeah mmmhmm mmmhmmhmm give yes mmmhmmhmm huh make arch back give best mmmhmmhmm mmmhmm mmmhmmhmm give x mmmhmmhmm chyeah huh walk inside bank give check mmmhmmhmm think caught cramp money step mmmhmmhmm caught cramp money step keep old stick army vet mmmhmmhmm chyeah huh keep new chick tsunami wet hmmhmmhmm huh tatted neck arm leg mmmhmmhmm huh make easy get hmmhmmhmm ima make hard next mmmhmmhmm next nigga snitchin cant send text mmmhmmhmm mob bos made killin head mmmhmmhmm mob mob bos landed new york put vibe bronx new louis vuitton ridin ting brooklyn new porsche slidin goon harlem break law left queen called rubi zed still tryna deny even though im legendary walked outside seen bout ten shoutout strick free slime fuckin penitentiary haha baow mmmhmm mmmhmmhmm give yes mmmhmmhmm chyeah huh make arch back give best mmmhmmhmm huh mmmhmm mmmhmmhmm give x mmmhmmhmm huh huh walk inside bank give check mmmhmmhmm huh lancey lancey im ghetto im fancy sexyy mmmhmm hair nail match panty mmmhmm im sexy look like piece candy yeah mmmhmm want bad bitch diamond dancin bling st louis shit bouncin as across pond yeah uk nigga wan na eat cause im fine duh mmmhmm dye hair red dye blonde mmmhmm as fat look like got done bounce vroomvroom car real fast tinted yeah booty short stl fitted cap ghetto rich bitch got pound prada bag london bitch overseas yeah actin bad mmmhmm mmmhmmhmm give neck mmmhmmhmm got hair done shot text mmmhmmhmm baow mmmhmm mmmhmmhmm x mmmhmmhmm lancey think im cute wan na sex mmmhmmhmm sexyy mmmhmm mmmhmmhmm give yes mmmhmmhmm chyeah huh make arch back give best mmmhmmhmm rah mmmhmm mmmhmmhmm give x mmmhmmhmm uhuh huh walk inside bank give check mmmhmmhmm yeah mmmhmm mmmhmmhmm give yes mmmhmmhmm huh make arch back give best mmmhmmhmm mmmhmm mmmhmmhmm give x mmmhmmhmm yeah yeah huh walk inside bank give check mmmhmmhmm"
"mmm hmm mhm mhm"
"sexyy walked beat"
"song way better w headphone"
"lanceys made yall"
"lancey git great red salute"
"fucking sharingan sound effect start"
"turn jesus christ love u anything literally died u took punishment sin thru cross wasnt cuz deserved cuz loved u john love loved god loved u sent son atoning sacrifice sin thru love died u forgiven"
"hard going"
"fire"
""
"straight male there something lancey lancey im ghetto im fancy part"
"red nailed wtf"
"may best verse feature besides hit single"
"lyric mmmhmm mmmhmmhmm give yes mmmhmmhmm huh make arch back give best mmmhmmhmm mmmhmm mmmhmmhmm give x mmmhmmhmm chyeah huh walk inside bank give check mmmhmmhmm think caught cramp money step mmmhmmhmm caught cramp money step keep old stick army vet mmmhmmhmm chyeah huh keep new chick tsunami wet hmmhmmhmm huh tatted neck arm leg mmmhmmhmm huh make easy get hmmhmmhmm ima make hard next mmmhmmhmm next nigga snitchin cant send text mmmhmmhmm mob bos made killin head mmmhmmhmm mob mob bos landed new york put vibe bronx new louis vuitton ridin ting brooklyn new porsche slidin goon harlem break law left queen called rubi zed still tryna deny even though im legendary walked outside seen bout ten shoutout strick free slime fuckin penitentiary haha baow mmmhmm mmmhmmhmm give yes mmmhmmhmm chyeah huh make arch back give best mmmhmmhmm huh mmmhmm mmmhmmhmm give x mmmhmmhmm huh huh walk inside bank give check mmmhmmhmm huh lancey lancey im ghetto im fancy sexyy mmmhmm hair nail match panty mmmhmm im sexy look like piece candy yeah mmmhmm want bad bitch diamond dancin bling st louis shit bouncin as across pond yeah uk nigga wan na eat cause im fine duh mmmhmm dye hair red dye blonde mmmhmm as fat look like got done bounce vroomvroom car real fast tinted yeah booty short stl fitted cap ghetto rich bitch got pound prada bag london bitch overseas yeah actin bad mmmhmm mmmhmmhmm give neck mmmhmmhmm got hair done shot text mmmhmmhmm baow mmmhmm mmmhmmhmm x mmmhmmhmm lancey think im cute wan na sex mmmhmmhmm sexyy mmmhmm mmmhmmhmm give yes mmmhmmhmm chyeah huh make arch back give best mmmhmmhmm rah mmmhmm mmmhmmhmm give x mmmhmmhmm uhuh huh walk inside bank give check mmmhmmhmm yeah mmmhmm mmmhmmhmm give yes mmmhmmhmm huh make arch back give best mmmhmmhmm mmmhmm mmmhmmhmm give x mmmhmmhmm yeah yeah huh walk inside bank give check mmmhmmhmm"
"best part mmm hhh mmhm"
"play back real quick"
"sum bout beat bro"
"wtf song"
"dinner lancy foux"
"sexyyred turn uk"
"lancey lancey im ghetto im fancy"
"sexxy red fucking truth bro wtf"
"lancy lancy im ghetto im fancy"
"would root couple based look looked good together vibe crazy"
"playlist"
"hair nail match panty"
"song start"
"jus need hop beat like"
"sexy danced mf went hard"
"look lancey helping small rapper like sexy red"
"song summer cl"
"beat year"
"beat crunk"
"good job young people havent heard new good rap song minute bad"
"perform song"
"actually hard"
"walk inside bank give check"
"beat crazy"
"sexy red weak song ngl"
"way think lancey carti beef system may"
"k knew would pick"
"nice lancy giving small artist featy"
"chick ruined song sound mad ignorant lancey fire always"
"yall really"
"sexyy red rap beat"
"favorite song go big sexyy n lanceyyy"
"lancey lancey ghetto im fancy"
"sexy redd fan went hard"
"subliminal young thug hear"
"mine lancy"
"type beat people want carti"
"mf beat bus crazy gah damn"
"sexy red flow perfect song mind yall like dont like cardi b like megan stallion song sexy red stole cause hard"
"grew"
"ate"
"song good stop listening"
"sexyy red best verse yet wow hit"
"bro definitely hit"
"sexy red ate"
"heard tik tok love song"
"aint going lie hard ash"
"love laney beat like futuristic la tokyo vibe"
"actually good wow"
"beat fire"
"lancey lancey im ghetto im fancy"
"sexyyred"
"whose hear sexy red story"
"someone needa make lancey lancey mashup wit song"
"part catchy"
"ride beat"
"meat smell ya breath coming heard people talking"
"fav song"
"love london"
"went hoe need hear skeeyyeee every song though"
"lancey lanceyyyyyyy im sexy im fancyyyy"
"lancey im ghetto im fancy"
"nvm couldnt understand thing bro said"
"song catchy bruh"
"knew would blow upp"
"thats hotttt love shittttttt"
"lil tecca video lmao"
"defo sold soul cause whack hell"
"say louis vuitton ting"
"sexxy"
"collab never knew needed"
"whole thing crazy asl"
"crazy bro never disappoint"
"wtf"
"sharingan sound effect go hard"
"ngl fav track album"
"redd chewed beat tf"
"lancey think im cute wan na sex"
"sexxy came delivered"
"dis shit fire"
"im ghetto im fancyyyyyyy"
"sexxxyyy went hard tho"
"fire fr"
"woo ha uh ayy turn bally ha ha yeah chyeah yeah mmmhmm mmmhmmhmm give yes mmmhmmhmm huh make arch back give best mmmhmmhmm mmmhmm mmmhmmhmm give x mmmhmmhmm chyeah huh walk inside bank give check mmmhmmhmm think caught cramp money step mmmhmmhmm caught cramp money step keep old stick army vet mmmhmmhmm chyeah huh keep new chick tsunami wet hmmhmmhmm huh tatted neck arm leg mmmhmmhmm huh make easy get hmmhmmhmm ima make hard next mmmhmmhmm next nigga snitchin cant send text mmmhmmhmm mob bos made killin head mmmhmmhmm mob mob bos landed new york put vibe bronx new louis vuitton ridin ting brooklyn new porsche slidin goon harlem break law left queen called rubi zed weed still tryna deny even though im legendary walked outside seen bout ten shoutout strick free slime fuckin penitentiary haha baow mmmhmm mmmhmmhmm give yes mmmhmmhmm chyeah huh make arch back give best mmmhmmhmm huh mmmhmm mmmhmmhmm give x mmmhmmhmm huh huh walk inside bank give check mmmhmmhmm huh lancey lancey im ghetto im fancy sexyy mmmhmm hair nail match panty mmmhmm im sexy look like piece candy yeah mmmhmm want bad bitch diamond dancin bling st louis shit bouncin as across pond yeah uk nigga wan na eat cause im fine duh mmmhmm dye hair red dye blonde mmmhmm as fat look like got done bounce vroomvroom car real fast tinted yeah booty short stl fitted cap ghetto rich bitch got pound prada bag london bitch overseas yeah actin bad mmmhmm mmmhmmhmm give neck mmmhmmhmm got hair done shot text mmmhmmhmm baow mmmhmm mmmhmmhmm x mmmhmmhmm lancey think im cute wan na sex mmmhmmhmm sexyy mmmhmm mmmhmmhmm give yes mmmhmmhmm chyeah huh make arch back give best mmmhmmhmm rah mmmhmm mmmhmmhmm give x mmmhmmhmm uhuh huh walk inside bank give check mmmhmmhmm yeah mmmhmm mmmhmmhmm give yes mmmhmmhmm huh make arch back give best mmmhmmhmm mmmhmm mmmhmmhmm give x mmmhmmhmm yeah yeah huh walk inside bank give check mmmhmmhmm"
"sexyy understood mission shit dont care people say street love"
"yeah im ghetto im fancy mmhhmm"
"sexyredd went shi"
"lacey lucky got sexyyred"
"sexy red wipe ice spice"
"dont like hows getting notice real fan right hereeeee dread longest"
"gas"
"slide dis mf tho"
"lancey deserves honestly always best th underground"
"sexxy red listener recently doin thing fr showing diff side"
"sexyy red probably like skee yee collab"
"mhhmmhh shegive metheneck mhmmhmh"
"sexc red fineee"
"walk inside bank give check"
"proud lancey"
"month thats crazy came long way im proud"
"lancey getting recognition deserves"
"sexy redd female rapper fuck"
"red went insane shit"
"think imma write essay hard beat backschool"
"whats name song mmm hmm"
"hard"
"one hit hard"
"soooo harddd yall thattt"
"sexyy red got soulja boy flow go hard"
"pop smoke spoke dead said give still back"
"rock lancey man redd slid mfka"
"im ghetto im fancyyyyyy"
"lancey got swole af lol wtf"
"ik sexyy like problem winning im hate"
"one noise sharingan activated anime folk would know"
"thugger"
"song need baby keem bro"
"sexy really hit sosa think im cute wna sex bruh bih slept"
"mmm hmm"
"shit hard asf"
"lancey goat"
"sexyy red cranky"
"dis real heat"
"lancey lancey im ghetto im fancy"
"nah shit crazzzy"
"lancey hitting gym"
"hit"
"definitely got multiple incurable std"
"yoooooo fireeee"
"sexyy red mmm hmm feat lancey ate"
"really sexyyyy goddammmn"
"sexxy red go stupid kind beat lancey dont miss"
"lil tecca"
"ate"
"sexy went"
"sound like lancey lancey"
"lancey lancey"
"morning anthem right"
"lancey young thug wit accent"
"sexxy redd really da female old version gucci"
"yall fuckin devoured"
"love song bad"
"lancey going crazy past month"
"shit hard mmmmm hmmm gim da neckk mmmhhmm"
"mmmhmm mmmhmmhmm give yes mmmhmmhmm huh make arch back give best mmmhmmhmm mmmhmm mmmhmmhmm give x mmmhmmhmm chyeah huh walk inside bank give check mmmhmmhmm think caught cramp money step mmmhmmhmm caught cramp money step keep old stick army vet mmmhmmhmm chyeah huh keep new chick tsunami wet hmmhmmhmm huh tatted neck arm leg mmmhmmhmm huh make easy get hmmhmmhmm ima make hard next mmmhmmhmm next nigga snitchin cant send text mmmhmmhmm mob bos made killin head mmmhmmhmm mob mob bos landed new york put vibe bronx new louis vuitton ridin ting brooklyn new porsche slidin goon harlem break law left queen called rubi zed weed still tryna deny even though im legendary walked outside seen bout ten shoutout strick free slime fuckin penitentiary haha baow mmmhmm mmmhmmhmm give yes mmmhmmhmm chyeah huh make arch back give best mmmhmmhmm huh mmmhmm mmmhmmhmm give x mmmhmmhmm huh huh walk inside bank give check mmmhmmhmm huh lancey lancey im ghetto im fancy sexyy mmmhmm hair nail match panty mmmhmm im sexy look like piece candy yeah mmmhmm want bad bitch diamond dancin bling st louis shit bouncin as across pond yeah uk nigga wan na eat cause im fine duh mmmhmm dye hair red dye blonde mmmhmm as fat look like got done bounce vroomvroom car real fast tinted yeah booty short stl fitted cap ghetto rich bitch got pound prada bag london bitch overseas yeah actin bad mmmhmm mmmhmmhmm give neck mmmhmmhmm got hair done shot text mmmhmmhmm baow mmmhmm mmmhmmhmm x mmmhmmhmm lancey think im cute wan na sex mmmhmmhmm sexyy mmmhmm mmmhmmhmm give yes mmmhmmhmm chyeah huh make arch back give best mmmhmmhmm rah mmmhmm mmmhmmhmm give x mmmhmmhmm uhuh huh walk inside bank give check mmmhmmhmm yeah mmmhmm mmmhmmhmm give yes mmmhmmhmm huh make arch back give best mmmhmmhmm mmmhmm mmmhmmhmm give x mmmhmmhmm yeah yeah huh walk inside bank give check mmmhmmhmm"
"young thug roll sexy red lancy hahaha yall pull definitely young thug extra roll"
"im ghetto im fancy"
"sexy redd really female old school gucci mane"
"sexy redd made song"
"aint gone lie yeah sexy fr hop beat guy got hooked fan verse spitting funny real woman ya digggg"
"im gon na lie never knew lancey song best believe im gon na listening repeat"
"beat insane"
"im ghetto im fancey"
"beat crazzzzyyyyy"
"liked video cu lancey gaining pound"
"british carti x female young thug"
"sexxy killed"
"sexyy red"
"bro beatproducer sampled yugioh omega sound thats fire"
"sexyy"
"sexxy red need song"
"playing religiously hype"
"shit mid tbh"
"bro got weight fk"
"play x"
"ayee lancey lancey im ghetto im fancy"
"shit hard bro holyyyyy"
"mmm hmm"
"wow loving"
"cant wait get car back blast t"
"tiktok finally finding abt lancey"
"thought young thug"
"thats wats"
"mad love meehn sound like cruelsantino"
"red walked"
"made beat"
"slid fuc outta"
"july queen mmm"
"loving sexxy red cant help love"
"new anthem"
"melody beautiful"
"redd thang love hood mama"
"lancey lancey ghetto fancy"
"lancey lancey im ghetto im fancy"
"song underrated"
"never heard uk rapper"
"like diaspora war"
"whats crazy woulda song w ion even understand"
"firee"
"lanceyyyy"
"lancey huge inspiration make song one day"
"tf view cold"
"unexpected collab em"
"song like travis scott production"
"bro hard cant lie"
"love sound rn"
"kilt"
"really female gucci lol"
"really love"
"definitely hit"
"sexyy red rap like year old smoker"
"experimentation crazy"
"since love blow"
"track mmm hmm hmm"
"linkup aint know needed"
"introduction needed"
"song respectfully"
"hard asf"
"damn need free jeffrey real"
"lancey think im cute wan na sex love"
"lancey going go far collab"
"t fire asf bro got shit repeat"
"omd guy never miss"
"wtf nigga sayin"
"god bless lancey"
"fire bro"
"british carti ight"
"stop sleeping uk young thug"
"hard"
"mmm hmm"
"got best verse"
"love sexy red ate omgggg"
"sexyy red literally hop beat"
"random asf cool"
"beat insane"
"mmmmm hmmmmmmm"
"song featuring bro owned whole song"
"whyd"
"made drop man"
"gyal dem"
"daughter put song"
"favorite ai"
"sexyy red itttt"
"cant lie thing"
"lmaoo outside giselle"
"lancey lancey im ghetto im fancy"
"yall nothing perfekt kollab klose enough koulda yachty wit miami bad lmao lancey heard wit tana ian know typa sound sleepin hard ash"
"rasingan first beat wkwmwm"
"please perform kpop og fan"
"see nyc october lanc"
"t tuff"
"nobody walking around house lancey lanceyy"
"lancey fine af"
"never cared sexyy red tweaked mf"
"huuuuuuurrrrrr naaaaaaiiiiiiillllsss match panty"
"need lancey x red sure lol"
"lancey lancey im ghetto im fancy mmhhhmm huur nail match panty mhhhmm"
"lancey lancey im ghetto im fancy mhmm"
"bro munch"
"im sexyy look like piece candy"
"gon na hold bopski mmmh yes"
"legendary stuff"
"im ghetto im fancy"
"holy shit im bussin"
"definitely fit name"
"ngl red part jus hardddd like shi flowed shit"
"fyy"
"sexy summa f"
"get outdone sexy red"
"first wasnt feeling stuck head"
"much charge feature k"
"lancey lancey im ghetto im fancy"
"peep sharingan"
"found lancey hard f"
"chyeah"
"sad lancey needed rapper get view stream he amazing artist hope everything drop actual number cause deserves even though hate sexy red aint gon lie killed verse"
"carried"
"sexxy red go hard"
"sexy redd shitted"
"stl getting see rep city boo"
"lancey lancey lanceyhis time finally coming"
"let sexy red outrap"
"gon act like nigga dont look like fake as young thug huh"
"people really swear putting accent nah really talk like lol northside stand fairground park stand"
"bout turn fruity sr part come"
"im gheettoo im fanncyyyy mhmmm"
"colddd"
"sexy red really everywhere"
"hard luv lol"
"love sexy red stg"
"gooo love sexy goin goth type music perfect fit rock rap competition"
"sexyy red snapped bouncing as across da pond cant front bro hard got hit ummm hummm lancey foux"
"lancey know good business"
"certified street classic"
"even meet"
"hard"
"sexyy eclipsed lancey song featuring atp"
"miss old foux"
"idk shoulda jus sessy song lol"
"yep ill downloading"
"getting ran song crazy"
"sorry ive heard way better rapper across pond sexy redd look good per usual shes better twerker rapper"
"one"
"sorry trash"
"mmm hmm"
"need drake"
"lancey british young thug"
"player lol"
"idk hard"
"lancey acting shy hell next sexy red"
"yeah one right"
"crack sleep bap"
"sexy redd definitely sexy"
"trash"
"came see skeeyeeee"
"need lucki"
"lancey lanceyyy im ghetto im fancyyy"
"use stylist"
"beat hard hell rode"
"love song energy"
"sharingan sfx"
"need chief sheeshhhhhh"
"sexyy redd x opium"
"sexxyred made song dawg lying say didnt sliddddd"
"talent"
"lancey think im cute wan na sex"
"writing essay lancey msuci time time love nigga music"
"free slime pen"
"damn went crazy"
"lancey lancey im ghetto im fancy"
"x"
"lancey think im cute wan na sx"
"shordy verse cray"
"ship two"
"mmm hmm yessir mill"
"perfect x speed"
"bro sexy ran"
"lancey good rapper frfr cap aye yu cant take red like dat gng"
"red verse year"
"shorty really made song"
"shoutout big sexyy stlvseverybody"
"swear two people make song random universe as collab"
"shit hard"
"lol fire tho"
"nah red killed ish"
"sexy red flow remind chief keef"
"sexxy red prissysexxy shyt really like moving"
"im sorry nigga trash really tried understand nigga cant come track mmm mmm flow pick another beat feel uninspired"
"fuck thisjoke"
"collaboration better ice spice pink pantheress"
"lanceyyy lanceyy im ghetto im fancyy head min"
"chemistry one crazy love energy lancey going crazy"
"nah go dumb hard"
"came sexyy"
"sexyy ha feature era"
"definitely hit"
"fire"
"mhmm sandy thee squirrel"
"sexyy red"
"shit go crazy mute"
"sexy redd style issa classic early style rapping"
"thug aint coming home steal image"
"sexy redd killed shit mmmmm hmmmm"
"giving old gucci vibe fck wit"
"yall ate"
"slid"
"im ghetto im fanceyyyyyy"
"lancey said mhmm mmm hmm hmm"
"sexxy best part lol"
"shot shot song lol yea lance"
"sexyy read assignment made sexyy"
"let direct next music video"
"best collab year"
"damn went harder lancey"
"lancey lancey"
"actually good"
"dead as thought bro young thug free jeffrey fire song"
"new couple"
"fire song rapper wasnt"
"str u need ply n cardi b da remix doe"
"genuinely made fan lancey legendary production legendary artist legendary"
"greatest collab time"
"sexxy red give early vibe"
"hear sharingan activate"
"mmmmm hmmmm mmmhmmmm hhmmmmm gim da yes"
"never saw coming ok lancey"
"mmm hmmm"
"thought young thug reason clicked"
"lancey lancey im ghetto n im fancy"
"sexy redd took dude track"
"underrated asf"
"idky thought seen young thug"
"cant wait bdt"
"black girl magix sexy red fire lancey lit"
"crossover actually fire"
"lancey"
"stupid type music lol many clone day"
"came hate became fan fuego"
"sexy redd slapped lancey one"
"dat song hard asf"
"ft worth tbh"
"lancey think im cute wan na sex killed lol"
"lol broke"
"song mmmm mid af like sexy mid ahss body mmn hmm lyric trash"
"love aint got ta try hard got world goin crazy love city stl"
"trash"
"made beat"
"sexy sexy"
"le go king lanceyy"
"x lame af"
"looking comment feel disappointment yall really fuckin sexy red"
"lancey"
"lancey lancey im ghetto im fancy"
"love fr"
"hard"
"shit sweet im sorry"
"went soooooo hard ghettorichbitchswag"
"lancey uk right guy"
"lancey definitely hit"
"lancey deserved blow since"
"found sexxy button"
"beat fuckin crazy cant believe"
"sexyy red"
"sexy"
"lancey becomes mainstream"
"shout nigga name lance r lancey"
"stl like"
"lancey lancey im ghetto im fancy"
"im cryin"
"beat sound like lancey lancey"
"got many view"
"shout lancey big sexy save song tho lol"
"turn bally"
"sexxy red coming detroit later month aretha franklin amphitheater im shes booked busy"
"mmmmm mmm mmm yum sexy red look tasty"
"beat hard asf"
"lancey lancey ghetto fancy"
"lancey state going crazy"
"lancey fye bruh"
"hard asf cant lie"
"bktherula type beat"
"lancey im ghetto im fancy"
"male lancey think im cute wan na seggz mhhmm"
"cant stop listening"
"lancey lancey im ghetto im fancy"
"sexyy ate shit came rest good discovery"
"sexyy red went dummy jesus"
"lancey set tone red slidddddd"
"sexyy red carried lol"
"lancey go crazy wit"
"naaaaah ittttt"
"say top tier"
"let go lancey journey"
"flow reminds one soulja boy back day like"
"lancey lancey im ghetto im fancy"
"fr"
"mhmm hmm mhmmm"
"chyeah"
"one talking heat"
"respect sexy redd trash"
"mmm hmm"
"sexy red seem cool as hell need stylist dress like still"
"oh sht sleeping human lancey even red slid"
"sharigan effect tuff"
"lancey lanceyyy"
"bad n love lancey"
"video needed mmhmm got hip bc sexxy song go especially car"
"hard"
"lancey lancey im ghetto im fancy mmhmmmmm"
"mmm hmm"
"looking lancey version"
"aaaye representing uk"
"still say sound like carti even tho way around"
"came sexy stayed lancey"
"kid mhmm"
"lancey lancey im ghetto im fancy"
"lancey sexyy complimentary flow delivery great way hearing work together always treat think fanbases generally really similar nice see likeminded people collide every time collab know put work get big im happy supporter truly unmatched energy"
"whole hit"
"sexyy clever love"
"lancey get better producer fire btw"
"sexyy thang"
"actually went crazy"
"lancey lancey"
"goat"
"thats wrong thats jam every morning lol wake ghetto fancy"
"love thissssss muchhhhh"
"sexyy redds verse as idc nga disagree"
"keep old stickarmy vet"
"detroit"
"lancey really wannna fuck love nah dont please"
"without song trash lol dude rambling nonsense"
"nice song g"
"weirdest drum pattern ive heard"
"fire maaan"
"sexy redd verse crazy putting stamp game fasho"
"stl got feat carti"
"ay sexy red carried"
"tickle"
"lancey im fancy"
"sexy red made song"
"lancey thing per usual give prop sexyy redd thing also"
"collab needed"
"beat fkn angelic"
"oh bop sexxy"
"lancey lancey"
"good lancey song"
"song addicting asf"
"ngl sexy redd missed verse song"
"lancey lancey im ghetto im fancy"
"lancey different liveevil stay rotation travis would go crazy"
"tf seexxxy eat song"
"lancey lancey im ghetto im fancy love sexyy red"
"snapped"
"lancey version please"
"sexyy smooth"
"im ghetto n im fancy"
"sorry girl lancey sexxy look good together"
"know lancey would go insane"
"shi catchy"
"use mmm hmm button"
"lancey im proud bro let work listening year let go bruv"
"im sexyyy look like piece candy"
"red snapped"
"lancey central cee know"
"beat goin brazy"
"obsessed songggg"
"yeeoo lancey hittin gym"
"love sexyy red"
"sexyy really hop beat smooth edit realize comment would upset many people go mad gas price leave alone"
"come back watch big sexyy"
"gassed"
"go brazy lancey big smoke ny"
"love able witness lanceys growth pink tape day way present day lancey deserves everything given"
"lancey real one ngl"
"nah song hard take sexy red"
"mmm hmmm"
"doubt video get many view let see"
"lancey lancey album year contender"
"sexyy reason song fire af"
"lancey one artist get love real life internet"
"lost soton"
"last air bender cadence"
"need whole collab ep"
"song go crazyyy dont see people hatin sexy red shes done job rly speaking job feel like lancey kinda close booty clip lmao leomie cut kinda deserved case well problem anyway issa great collab imo think two blend well together bally goat thing funny see clip"
"collab waiting"
"shit catchyyy af"
"gon na moment lancey finally go mainstream catalogue speaks new fan see much depth artistically biggest inspiration he one paved way uk artist say fuck trend truly express music style want"
"got ta blow upcoming album fr"
"crazy count lancey fallen writing sexxy ad one hit wonder drop banger"
"lancey top rn"
"got ta love lancey fr delivered always feature straight as cant listen b"
"sexyy red summerrrrrr mmmhmm skeeyeee"
"ghetto im fancy"
"yahhhh im sexy im fancy"
"need hood needed bad"
"lancey think im cute wan na sex best lyric year ㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎ"
"lancey underrated mannn"
"sexxy riding hood lancey lancey"
"lancey love sexyy red bro sound like yr old grandma smoked entire life"
"lancey think im cute wan na sex bruh hahahaha"
"uk drill"
"best song year"
"theyll never know untill late"
"thing hate song themmm hmm"
"sexy red"
"lancey lancy im ghetto im fancy"
"lancey lot collab rn hope hell get new fan song n blow year"
"bouncing as across pond"
"bdt"
"im happy lancey finally getting recognized"
"waiting"
"performed wireless"
"lancey definitely hitting dat"
"worst song"
"im ghetto im fancyyy"
"needa hear red summo beat like"
"gave crazy verse marketing tuff"
"lancey getting swole nigga"
"take moment thank lancey existing"
"sexy redd industry plant bro tf come"
"lancey love bro shit butt fr fr"
"hopemthis aint last time yall collab"
"song wouldve fyre sexy redd wasnt feature suck bad n ion mean way"
"awwwwwww shyt"
"made beat"
"nahh hard asf"
"hard"
"finally lancey getting recognition deserves"
"gosh early"
"lancey always best"
"sexy redd young thug character heard consciousness transfer look"
"ngl song deserved better video cuteee aesthetically"
"lancey lancey"
"lancey lancey"
"sexyy owned song"
"hard bro"
"lancey think im cute wan na sex"
"best feature could gotten"
"asks want head mmmhmmhmmhm"
"proud lancey"
"gang dropped today"
""
"lancey growing everyone"
"need lancey wit n crack asap"
"mm hmm"
"im ghetto im fancy mmm hmm"
"legendary moment"
"mhmhm hmmmmmm"
"lancey grew crazy past month eye opening"
"reach view"
"never expected two collab"
"lancey"
"lanceyyy lancey im ghetto im fancyyy"
"truey jeaaans sexxy redd killinit"
"sexxy lancey"
"definitely didnt see collab coming"
"lancey lancey im ghetto im fancey"
"mmm hmm"
"lancey foux huge inspiration produce song one day"
"need sexyy red life"
"chyeeeeaaaaaaah"
